"","xml_link","title","image_href","description","show_link","number_episodes","avg_duration_min","explicit","birthday","zodiac"
"11","https://feeds.megaphone.fm/ESP6956274324","Daily Wager","https://megaphone.imgix.net/podcasts/73347736-7b83-11eb-a55d-e78b36982473/image/3000_20210302203839.jpg?ixlib=rails-4.2.0&max-w=3000&max-h=3000&fit=crop&auto=format,compress","A fast-paced daily companion podcast to ESPN's television show of the same name, featuring many of the same names and voices, plus bonus ""Daily Wager Extra"" episodes around the biggest events and the biggest opportunities on the sports wagering calendar.","http://www.espn.com/espnradio/podcast/",399,15,"not explicit","Wed, 10 Mar 2021 21:22:30 -0000","Pisces"
"12","https://media.rss.com/anissadphotography/feed.xml","Photo Tea With Anissa D.","https://media.rss.com/anissadphotography/20221103_011127_05cf8c1b3b01a5f99d1738da6aec19ab.jpg","Tune in to listen to Anissa spill the tea on all things photography and entrepreneurship related. We'll be covering the tools you need to start and grow a successful photography business every other Thursday. So let's get cozy, grab some tea, and chat all about photography!","https://rss.com/podcasts/anissadphotography",9,30,"not explicit","Thu, 03 Nov 2022 02:54:21 GMT","Scorpio"
"13","https://feeds.buzzsprout.com/853687.rss","Beyond IPAs","https://storage.buzzsprout.com/variants/r6wor2xx4fg2d4fk6mfc8iq41zo2/60854458c4d1acdf4e1c2f79c4137142d85d78e379bdafbd69bd34c85f5819ad?.jpg","In Beyond IPAs, we examine the amazing craft brew scene throughout New England. Our aim is to showcase the wonderful breweries that are constantly producing some amazing beer. We hope to help build the craft beer community by sharing what we know about brewing and educating local craft beer fans about what they are drinking. The show is co-hosted Dan Lattuada, an experienced and award winning brewer from Coppertree Brewing, Scott Lussier, a University Professor with a Craft Beer course in Boston and Brian Wonson, a leader in the New England craft beer social scene. Along the way, we'll be joined by special guests of all types. Cheers!","http://www.beyondipas.com",74,47,"explicit","Mon, 03 Feb 2020 21:00:00 -0500","Aquarius"
"14","https://feed.podbean.com/talkingdisneypodcast/feed.xml","Talking Disney Podcast","https://deow9bq0xqvbj.cloudfront.net/image-logo/4361288/tdp_new_logo_2021_iuztq6.jpg","Join Jason, Cody and James on The Talking Disney Podcast where they discuss Disney topics. From theme parks, movies, music, to history, they like to talk about it all.","https://talkingdisneypodcast.podbean.com",115,NA,"not explicit","Mon, 04 Feb 2019 00:23:07 -0700","Aquarius"
"15","https://feed.podbean.com/rndmconvos/feed.xml","Random Convos From The Couch","https://deow9bq0xqvbj.cloudfront.net/image-logo/10632360/t0q8x-ua9ab.jpg","The title speaks for itself... Cody & Karisma T., a young married couple just having random conversations but this time pressing record for the world to hear.","https://rndmconvos.podbean.com",74,NA,"explicit","Thu, 07 Jan 2021 18:56:23 -0400","Capricorn"
"16","https://media.rss.com/tragical/feed.xml","Tragical","https://media.rss.com/tragical/20200219_202017_561bc0f0129f19cc9754ff4b3221d365.jpeg","A magical movie recap and review podcast.","https://rss.com/podcasts/tragical",83,55,"explicit","Mon, 15 Aug 2022 05:00:22 GMT","Leo"
"17","https://feed.podbean.com/shoptalktherookie/feed.xml","Shop Talk - The Rookie Podcast","https://deow9bq0xqvbj.cloudfront.net/image-logo/11574444/shop_talk_1400x1400_4zez6x.png","Shop Talk is the first-ever podcast covering The Rookie, a hit ABC TV Show following the journey of 40 something John Nolan, looking to reinvent himself and try something new. Hosts Jennifer and Kari cover their favorite characters, partnerships/relationships, and more in the first episode.","https://shoptalktherookie.podbean.com",83,NA,"explicit","Thu, 08 Apr 2021 22:26:13 -0500","Aries"
"18","https://www.omnycontent.com/d/playlist/e73c998e-6e60-432f-8610-ae210140c5b1/e31ad32d-4b37-4202-801b-ae39006db19f/1c352848-893e-483c-9804-ae39006db1ad/podcast.rss","Material World","https://www.omnycontent.com/d/playlist/e73c998e-6e60-432f-8610-ae210140c5b1/e31ad32d-4b37-4202-801b-ae39006db19f/1c352848-893e-483c-9804-ae39006db1ad/image.jpg?t=1644561565&size=Large","There's a whole lot of stuff out there to buy. We're talking about all the things you eat, drink, wear and even smoke. Every other week we're going to take a look at one part of the universe of consumable stuff. We'll delve into why we spend our money on these things, the people behind the products -- and why it matters.","https://bloomberg.com/podcasts/material_world",54,21,"not explicit","Mon, 23 May 2016 17:24:25 +0000","Gemini"
"19","https://feed.podbean.com/thenationalnewsmy2020/feed.xml","My 2020","https://deow9bq0xqvbj.cloudfront.net/image-logo/11437839/37350573.jpg","2020 has been an extraordinary year because of Covid-19. Every aspect of our lives has been affected, as have political, economic and societal norms.

 

My 2020 is a series of conversations with leaders from a number of fields speaking about how their lives - and our world - have changed. From former UK prime minister Tony Blair to Sarah Al Amiri, the woman behind the UAE’s mission to Mars, and Pulitzer Prize-winning author Thomas Friedman, these guests have unparalleled insights.

Intimate and open, this podcast series captures reflections and learning from a truly historic year.","https://thenationalnewsmy2020.podbean.com",8,NA,"not explicit","Mon, 30 Nov 2020 19:30:00 +0400","Sagittarius"
"20","https://feeds.megaphone.fm/lifeline","Lifeline","https://megaphone.imgix.net/podcasts/41983432-95b4-11ec-8951-9ba4e34e9b13/image/LIFELINE-KeyA.jpg?ixlib=rails-4.3.1&max-w=3000&max-h=3000&fit=crop&auto=format,compress","Hosted by brothers Chris & Matt D’Elia, Lifeline is an advice show for problems of all shapes and sizes— from the petty to the painful. Whether it be about sex, family, money, the meaning of life, or anything else you have questions about— Chris & Matt got you covered.","http://www.watchlifeline.com",52,64,"explicit","Fri, 25 Feb 2022 23:07:00 -0000","Pisces"
"21","http://www.blogtalkradio.com/foodcast/podcast","Karma Sense Foodcast","https://dasg7xwmldix6.cloudfront.net/hostpics/ed083d7a-8b77-446b-b943-d2cce08b00b8_karmasensefoodcastcoverart.jpg","The world of health and nutrition is ridiculous. Wild health claims about the latest ""superfood."" Crazy new products designed to push your buttons. Let's have some fun and explore this foolishness together.","http://www.blogtalkradio.com/foodcast",44,NA,"not explicit","Thu, 07 Jul 2016 18:30:00 GMT","Cancer"
"22","https://feeds.transistor.fm/teaching-reading-and-learning-the-reading-league-podcast","Teaching, Reading, and Learning: The Reading League Podcast","https://images.transistor.fm/file/transistor/images/show/14472/full_1600997293-artwork.jpg","Teaching, Reading & Learning: The Podcast elevates important contributions to the educational community, with the goal of inspiring teachers, informing practice, and celebrating people in the community who have influenced teaching and literacy to the betterment of children. The podcast features guests whose life stories are compelling and rich in ways that are instructive to us all.  The podcast focuses on literacy as we know it (reading and writing) but will also connect to other “literacies” that impact children’s learning; for example, emotional, physical, and social literacies as they apply to teachers and children.","https://www.thereadingleague.org/",22,64,"not explicit","Mon, 26 Oct 2020 18:39:08 -0400","Scorpio"
"23","https://www.omnycontent.com/d/playlist/e73c998e-6e60-432f-8610-ae210140c5b1/8317c406-21df-47d1-8683-ae280172b35e/537548d1-1ab8-48db-9a44-ae280172b371/podcast.rss","Armstrong & Getty One More Thing","https://www.omnycontent.com/d/playlist/e73c998e-6e60-432f-8610-ae210140c5b1/8317c406-21df-47d1-8683-ae280172b35e/537548d1-1ab8-48db-9a44-ae280172b371/image.jpg?t=1643149785&size=Large","Armstrong and Getty cover the rest of the stories not covered during the regular broadcast. This non-broadcast, podcast-exclusive is uncensored (mostly), unregulated (absolutely) and unheard by the higher-ups (or so we think).","https://www.iheart.com/podcast/64-Armstrong-Getty-One-More-Th-30416018",826,11,"not explicit","Tue, 15 Jan 2019 01:02:14 +0000","Capricorn"
"24","https://feeds.megaphone.fm/noborderblues","No Border Blues","https://megaphone.imgix.net/podcasts/efd1831e-0802-11eb-a458-1b4bc9ac56c8/image/uploads_2F1608950975493-hyolndi96d-a6c0a8a8e92ed1c6f55c917433dcfbab_2FNo%2BBorder%2BBluesPODCAST%2B1500x2.png?ixlib=rails-4.3.1&max-w=3000&max-h=3000&fit=crop&auto=format,compress","Take a blues journey with No Border Blues, the only blues podcast focused on international blues artists and hidden blues scenes around the world. Delmark recording artist Johnny Burgin and producer Stephanie Tice will shine a spotlight on notable international blues performers, discuss the blues scenes in their home countries, and present intimate and exclusive musical performances. Sponsored by Chicago Blues Network, bringing Chicago Blues to the world. noborderblues.com - chicagobluesnetwork.com - johnnyburgin.com","https://rockinjohnnyburgin.com/no-border-blues-podcast/",22,35,"not explicit","Tue, 22 Dec 2020 10:00:00 -0000","Capricorn"
"25","https://www.latrobe.edu.au/marketing/assets/podcasts/rssfeeds/ast1ici.xml","Introduction to China","http://www.latrobe.edu.au/marketing/assets/podcasts/images/podcast-ast1ici.jpg","In this subject students are introduced to China. The lectures are tied together by several common themes, including China’s incredible geographic, ethnic and cultural diversity, it’s dual exceptionalist and wounded nationalism, and the Deng Xiaoping-era social bargain between the Communist Party and the Chinese people based on improving living standards in exchange for acquiescence to one-party rule.","http://www.latrobe.edu.au",6,NA,"not explicit","Tue, 30 Jul 2013 11:30:26 +1000","Leo"
"26","https://feeds.buzzsprout.com/310226.rss","The ReMembering and ReEnchanting Podcast","https://storage.buzzsprout.com/variants/wnk3iqfgf6w8nwskyokqhvta1zry/60854458c4d1acdf4e1c2f79c4137142d85d78e379bdafbd69bd34c85f5819ad.jpg","A sacred learning podcast traveling into the past, the future, and the present.","http://www.sequoiasamanvaya.com",27,61,"not explicit","Fri, 31 Dec 2021 20:00:00 -0500","Capricorn"
"27","https://feeds.simplecast.com/jQEXqr0y","Cutting the Curd","https://image.simplecastcdn.com/images/df525d81-1496-4c53-9525-28d43423675b/018ad9b8-2e31-46ef-8271-ff761c3a4325/3000x3000/new-cuttingthecurd-w-hrn.jpg?aid=rss_feed","Featuring interviews with notable cheesemakers, cheesemongers, and cheese-lovers, Cutting the Curd is an informative, occasionally irreverent, but always cheesy look at the curdy, the nerdy, and the downright funky world of artisan cheese.","https://cutting-the-curd.simplecast.com",513,NA,"not explicit","Sun, 7 Jun 2009 19:18:09 +0000","Gemini"
"28","https://www.spreaker.com/show/2986159/episodes/feed","Fragile Freaks","https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/66ad6bd3acc275461147b588bd250bcf.jpg","**We launched a new podcast: Friends of Failure**<br />Check the new series out on all podcast platforms<br /><br /><br />Fear of failure? Each week we talk about historical, famous, current, and fan failures. We use these stories to show you you’re not as fragile as you think! Please rate, review, and follow. You can find us on Facebook, Instagram, and Snapchat at Fragile Freaks Podcast. Email in your fails to <a href=""mailto:fragilefreakspodcast@gmail.com"">fragilefreakspodcast@gmail.com</a> or call (614) 918-7570‬ <a href=""https://linktr.ee/friendsoffailure"" rel=""noopener"">https://linktr.ee/friendsoffailure</a>","https://linktr.ee/friendsoffailure",14,35,"explicit","Fri, 08 Jun 2018 22:19:04 +0000","Gemini"
"29","https://feeds.simplecast.com/FMUd4fE9","Business of Home Podcast","https://image.simplecastcdn.com/images/e3248cbc-9c46-4935-8020-2d40cae8cc0b/bff6f2e8-8d93-4f30-8fa9-82d0bc4bd89a/3000x3000/boh-l.jpg?aid=rss_feed","Business of Home's host Dennis Scully interviews thought leaders, entrepreneurs, and creatives about the changes and challenges facing the interior design community.","https://businessofhome.com/podcasts.rss",244,NA,"not explicit","Fri, 9 Mar 2018 10:00:00 +0000","Pisces"
"30","https://herstoryofsuccess.libsyn.com/rss","Her Story of Success","https://ssl-static.libsyn.com/p/assets/9/f/b/e/9fbeff5e43c9d2f8/HSSThumbnail.png","At Her Story of Success, we know that no two paths are alike. Join us as we interview influential women trailblazers, entrepreneurs, artists and business leaders who share their stories of defining and pursuing success in hopes of inspiring you along your own journey.","https://www.herstoryofsuccess.com/listen",112,NA,"not explicit","Tue, 10 Apr 2018 03:17:12 +0000","Aries"
"31","https://www.spreaker.com/show/3181788/episodes/feed","Kicking it with Kris and Karlos","https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/72c3c770ab5145bfce90b210711bdc4b.jpg","We are Black, gay, married, and funny as fuck! This podcast keeps it real and is not politically correct! We go over current topics and have several segments including ""The Caucasity"" and the ""Karen Calling The Cops"". Join us twice a week and make sure you follow us on Instagram @KrisandKarlos","https://www.spreaker.com/show/kicking-it-with-kris-and-karlos",74,81,"explicit","Mon, 28 Sep 2020 17:12:29 +0000","Libra"
"32","https://feeds.buzzsprout.com/1555667.rss","Today's Horsewoman","https://storage.buzzsprout.com/variants/c8wrhqfc4pixaq28iyznh6k26bca/60854458c4d1acdf4e1c2f79c4137142d85d78e379bdafbd69bd34c85f5819ad.jpg","Interviews and Discussions with the powerful women that move the horse industry! Find out what makes them tick. What brought them to this industry. Why they love it so much. Advice to you about our industry. Meet up and coming influencers as well as tried and true success stories.","https://www.buzzsprout.com/1555667",90,30,"not explicit","Wed, 20 Jan 2021 15:00:00 -0500","Aquarius"
"33","https://feeds.buzzsprout.com/1820316.rss","Ashes and Will Do Disney!","https://storage.buzzsprout.com/variants/dq8rfvuls2lroxqirepbwmr3s4tc/60854458c4d1acdf4e1c2f79c4137142d85d78e379bdafbd69bd34c85f5819ad.jpg","Once upon a time there were two Disney nerds. They had a dream of sharing their Disney knowledge with the world.  One day their Fairy Godmother decided it was time to grant that wish.Hi, I’m AshesAnd I’m Will.We’re the hosts of Ashes and Will do Disney! Have you ever wondered how your favorite Disney rides and attractions came to be and what their stories were? Each week, we dive into the magic behind the scenes of the rides, shows, and other Disney attractions that have created memories for every generation.  We’ll take an in depth look at not only the history of these classic and modern magic makers, but also some of the unknown stories behind them- like why one of the most Iconic characters in the Haunted Mansion wasn’t even present in the ride until recent history.  So sit back, relax, and put on your ears! It’s time for Ashes and Will do Disney!Have a Magical Day!","http://www.palmtreesandpineapple.com",46,39,"not explicit","Sat, 17 Jul 2021 22:00:00 -0600","Cancer"
"34","http://feeds.megaphone.fm/history-of-world-war-ii","The History of WWII Podcast - by Ray Harris Jr","https://megaphone.imgix.net/podcasts/833877f8-f7e3-11e7-b213-f391b04215f0/image/uploads_2F1517340680405-54xp1xwv2us-79b5f845b38f3ef4b9ceb78d02a6d85b_2FThe%2BWWII%2BPodcast%2Blogo.jpg?ixlib=rails-4.3.1&max-w=3000&max-h=3000&fit=crop&auto=format,compress","A biweekly podcast covering the last great war. Join Ray Harris Jr as he explores World War Two in intimate detail.","https://worldwariipodcast.net/",413,41,"not explicit","Sun, 01 Jan 2012 06:00:00 -0000","Capricorn"
"35","https://feeds.buzzsprout.com/1126490.rss","HORROR MOVIES WITH T&A","https://storage.buzzsprout.com/variants/fh315490ttntdy1ric5bjmshcexv/5cfec01b44f3e29fae1fb88ade93fc4aecd05b192fbfbc2c2f1daa412b7c1921.jpg","Tony and Adam embark on a podcast adventure and instantly realise that quality, factual and intelligent conversation isn’t as easy as it looks.  Despite this they persevere with their horror movie based waffley chit-chat, taking time out to discuss a randomly chosen horror movie each episode with varying results.  Keep telling yourself.....it can only get better, it can only get better, it can only get better.","https://horrormoviestna.buzzsprout.com",30,46,"explicit","Mon, 15 Jun 2020 23:00:00 +0100","Gemini"
"36","https://feeds.buzzsprout.com/1203797.rss","Wild & Sublime","https://storage.buzzsprout.com/variants/64chqu3q5hgoyxu9odmnlwoxgedf/60854458c4d1acdf4e1c2f79c4137142d85d78e379bdafbd69bd34c85f5819ad.jpg","A podcast about sex for everyone, no matter your preferences, orientation, or relationship style — based on the popular live Chicago talk show, hosted by sex educator Karen Yates. Panelists, interviews, stories, Q and A, and more reflect a dynamic and all-encompassing view of sexuality. Join the juicy party!","https://wildandsublime.com/",105,37,"explicit","Tue, 14 Jul 2020 10:00:00 -0500","Cancer"
"37","https://feeds.soundcloud.com/users/soundcloud:users:294125270/sounds.rss","Healthcare NOW Radio Podcast Network - Discussions on healthcare including technology, innovation, policy, data security, telehealth and more. Visit HealthcareNOWRadio.com","https://i1.sndcdn.com/avatars-53RWXCKsknhC3nhq-Eshydw-original.jpg","RADIO FOR THE HEALTHCARE INDUSTRY
Healthcare NOW Radio and Podcast Network offers discussions on the latest developments and trends impacting the industry including: health tech, health IT, healthcare innovation, healthcare policy, healthcare data security, telehealth, interoperability, biotech, med tech, value-based care, pharma, healthcare compliance, and much more. Shows are hosted by industry thought leaders. Guests are a ""who's who"" across the healthcare spectrum.  The listening audience is predominantly physician and hospital-based, and the healthcare industry at large.","https://www.healthcarenowradio.com/",500,NA,"not explicit","Tue, 11 Jan 2022 00:00:00 +0000","Capricorn"
"38","https://mybusinessonpurpose.libsyn.com/rss","My Business On Purpose","https://ssl-static.libsyn.com/p/assets/9/3/e/0/93e067139b7f7479d959afa2a1bf1c87/Logo_on_transparent_background.png","We coach small business owners to uncover the things they cannot see, and implement systems and processes that help them live their business on purpose","http://mybusinessonpurpose.libsyn.com/podcast",642,NA,"not explicit","Tue, 27 Jan 2015 20:17:50 +0000","Aquarius"
"39","https://podcasts.files.bbci.co.uk/p02nq0gn.rss","Global News Podcast","http://ichef.bbci.co.uk/images/ic/3000x3000/p09kz1gg.jpg","The day’s top stories from BBC News. Delivered twice a day on weekdays, daily at weekends","http://www.bbc.co.uk/programmes/p02nq0gn",65,31,"not explicit","Fri, 25 Oct 2019 15:22:00 +0000","Scorpio"
"40","https://pinecast.com/feed/gaylords-of-darkness","Gaylords of Darkness","https://storage.pinecast.net/podcasts/covers/2ee281d9-6179-41fb-90ab-96fbf738544e/Gaylords.jpg","When the clock strikes 6:66, the Gaylords of Darkness (Anthony Hudson & Stacie Ponder) come forth to chart the arcane world of horror through a queer lens - with occasional visits from ghouls, goblins, and briefcase women from the 1980s.","https://gaylords-of-darkness.pinecast.co",223,NA,"explicit","Wed, 26 Sep 2018 10:36:00 -0000","Libra"
"41","https://sasquatchchronicles.libsyn.com/rss","Sasquatch Chronicles","https://ssl-static.libsyn.com/p/assets/1/6/6/b/166b9e80560e7e6a/SC_Show_Art_-_2500-01.png","People are seeing something in the woods and there are too many reports for this to be ignored. Join us every Sunday night as we discuss recent Sasquatch sightings, encounters and talk to Bigfoot eye witnesses. Listen as we speak with researchers, witnesses and investigators to unravel the mystery of Bigfoot. Every week we will also bring you the latest Bigfoot news and information.

Additional episodes and exclusive content can be found on our website www.sasquatchchronicles.com. Become a Member today and receive access to additional exclusive shows posted weekly, our full back catalog of episodes, the ability to comment on Episodes and Blog entries, and access to our Forums. For the latest news, please visit our Blog. We can also be found on Facebook, Twitter, Instagram, Pinterest, and YouTube.","http://sasquatchchronicles.libsyn.com/site",554,NA,"not explicit","Fri, 01 Nov 2013 05:00:00 +0000","Scorpio"
"42","http://www.blogtalkradio.com/moneyripples/podcast","Money Ripples Podcast","https://dasg7xwmldix6.cloudfront.net/hostpics/a2d15c07-b04d-4d90-8fd1-73d338036914_mori_v2_(1).jpg","Financial freedom is the ultimate goal of all who work hard to earn money, whether in the corporate world or in entrepreneurship. Your retirement years are closer than you think, so you want to build your wealth as early as possible to secure a financially comfortable future. Many turn to professional advisers for this, but at the end of the day, these people are just salespeople. Their traditional advice will never get you to the goal you want. They will simply sell you siloed tactics that are too good to be true, impossible to emulate, or only work for the rich. What you should be doing is becoming your own boss and investing money in passive investments.

 

Welcome to Money Ripples with Chris Miles. This show is your trusted guide in escaping the draining responsibility of working more than 40 hours a week and finally quit your 9-5 job.

 In this show, Chris breaks down how to start a passive source of income in the easiest ways. Discover the power of making your cash do the hard work for you. Increase your profits when you go after other money-making ventures, or even while you sleep! Win big through this strategy and unlock the incredible opportunity of making active work optional. 

Two decades later with more than 900 clients, Chris knows that cash-flowing assets are the way to becoming financially free. He was able to retire at 28 years old and is now teaching individuals and businesses about building wealth quickly and safely. 
Through his company Money Ripples, Chris exposes popular myths and presents an effective framework for passively achieving financial prosperity.
Chris invites you to take action right now. Secure that first good investment and financial growth will manifest one deal at a time.
Start living the life by investing passively today! Listen to Money Ripples with Chris Miles at https://moneyripples.com/blog/.","https://www.blogtalkradio.com/moneyripples",300,NA,"not explicit","Sun, 24 May 2020 20:00:00 GMT","Gemini"
"43","http://podcast.randommovement.org/podcasts/R_m-podcast.xml","Random Movement Podcast","http://podcast.randommovement.org/podcasts/hum2%20big_144.jpg","Random Movement's Podcast, featuring the latest and greatest drum & bass tracks from top-notch producers as well as new up-and-coming talent, compiled into a continuous DJ mix by Random Movement.","http://www.randommovement.org",145,NA,"not explicit","Tue, 15 Sep 2009 10:13:24 -0400","Virgo"
"44","https://www.spreaker.com/show/3013930/episodes/feed","Earth Oddity Podcast","https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/a2958174f754af4412bfe513e3dc8f79.jpg","A weekly odyssey into all the oddity planet earth has to offer. Also, chili dogs!","http://www.earthoddity.podbean.com",268,74,"explicit","Mon, 08 Jan 2018 01:53:00 +0000","Capricorn"
